report_date,assigned_unid,fund_name,initial_investment_date,commitment,contributions,unfunded_commitment,current_market_value,distributions,total_value,tvpi,net_benefit,irr,strategy
12/31/2015,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,94500000,255500000,93880725,4731684,98612409,1,4112409,0.052,Corporate Finance/Buyout - Mid
9/30/2015,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,92750000,257250000,95364212,0,95364212,1,2614212,0.0471,Corporate Finance/Buyout - Mid
6/30/2015,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,84000000,266000000,85827790,0,85827790,1,1827790,0.0459,Corporate Finance/Buyout - Mid
3/31/2015,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,53375000,296625000,55099812,0,55099812,1,1724812,0.0547,Corporate Finance/Buyout - Mid
12/31/2014,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,25375000,324625000,24577029,0,24577029,1,-797971,-0.0314,Corporate Finance/Buyout - Mid
9/30/2014,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,25375000,324625000,23644196,0,23644196,0.9,-1730804,-0.0682,Corporate Finance/Buyout - Mid
6/30/2021,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,170225536,176890783,39935648,232245130,65700846,297945976,1.7,121055193,0.2251,Corporate Finance/Buyout - Mid
3/31/2021,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,169718444,172088091,42906820,207524439,57594848,265119288,1.5,93031197,0.1982,Corporate Finance/Buyout - Mid
12/31/2020,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,171672384,172088091,43567859,193697346,41623806,235321152,1.4,63233062,0.1571,Corporate Finance/Buyout - Mid
9/30/2020,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,169171265,143607150,61713479,156506399,33234353,189740752,1.3,46133603,0.1324,Corporate Finance/Buyout - Mid
6/30/2020,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,166561857,143607150,59104071,132657488,33234353,165891841,1.2,22284691,0.0756,Corporate Finance/Buyout - Mid
3/31/2020,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,165414205,121940454,79623114,101648976,33234353,134883329,1.1,12942875,0.0503,Corporate Finance/Buyout - Mid
12/31/2019,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,166971642,121940454,81180552,114329958,33234353,147564311,1.2,25623857,0.1054,Corporate Finance/Buyout - Mid
9/30/2019,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,168265197,103454854,68196441,119765678,3378486,123144165,1.2,19689311,0.0928,Corporate Finance/Buyout - Mid
6/30/2019,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,171083535,97301357,73908209,116989200,118420,117107620,1.2,19806263,0.107,Corporate Finance/Buyout - Mid
3/31/2019,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,170092728,96612867,73605892,106737767,118420,106856187,1.1,10243320,0.0662,Corporate Finance/Buyout - Mid
12/31/2018,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,171622579,86809725,84938885,91241488,118420,91359908,1.1,4550183,0.0356,Corporate Finance/Buyout - Mid
9/30/2018,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,172839908,81269457,91696483,93221996,118420,93340416,1.1,12070959,0.1117,Corporate Finance/Buyout - Mid
6/30/2018,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,173463855,80519619,93070268,91817925,118420,91936345,1.1,11416726,0.1319,Corporate Finance/Buyout - Mid
3/31/2018,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,178531792,64140149,114517674,82139666,126032,82265697,1.3,18125548,0.27,Corporate Finance/Buyout - Mid
12/31/2017,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,175303189,51889186,123540034,65361818,126032,65487849,1.3,13598663,0.2729,Corporate Finance/Buyout - Mid
9/30/2017,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,173627995,40450994,133303033,41413275,126032,41539306,1,1088312,0.0309,Corporate Finance/Buyout - Mid
6/30/2017,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,169213838,37511070,131828800,37033138,126032,37159169,1,-351900,-0.0141,Corporate Finance/Buyout - Mid
3/31/2017,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,160657696,36879717,123777980,30666071,126032,30792103,0.8,-6087614,-0.3751,Corporate Finance/Buyout - Mid
12/31/2016,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,158927445,17117754,141809691,10946547,0,10946547,0.6,-6171206,-0.54,Corporate Finance/Buyout - Mid
9/30/2016,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,168165566,16471316,151694249,11288161,0,11288161,0.7,-5183155,-0.6825,Corporate Finance/Buyout - Mid
6/30/2016,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,166257362,2907297,163350065,0,0,0,,-2907297,,Corporate Finance/Buyout - Mid
3/31/2016,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,169639122,2907297,166731824,0,0,0,0,-2907297,,Corporate Finance/Buyout - Mid
12/31/2015,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,163907500,2123636,161783865,0,0,0,0,-2123636,,Corporate Finance/Buyout - Mid
9/30/2015,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,168633823,1098339,167535484,0,0,0,0,-1098339,,Corporate Finance/Buyout - Mid
6/30/2021,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,100318182,98311818,2006364,117465522,0,117465522,1.2,19153703,0.1331,Corporate Finance/Buyout - Small
3/31/2021,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,100318182,86273636,14044546,102582419,0,102582419,1.2,16308783,0.1377,Corporate Finance/Buyout - Small
12/31/2020,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,100318182,74235455,26082727,75747109,0,75747109,1,1511655,0.0163,Corporate Finance/Buyout - Small
9/30/2020,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,100318182,62197273,38120909,47117758,0,47117758,0.8,-15079515,-0.2127,Corporate Finance/Buyout - Small
6/30/2020,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,100318182,62197273,38120909,51065166,0,51065166,0.8,-11132107,-0.1943,Corporate Finance/Buyout - Small
3/31/2020,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,87818182,55669091,32149091,41264401,0,41264401,0.7,-14404690,-0.3286,Corporate Finance/Buyout - Small
12/31/2019,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,87818182,46374545,41443637,48151073,0,48151073,1,1776527,0.0551,Corporate Finance/Buyout - Small
9/30/2019,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,87818182,35672727,52145455,34969616,0,34969616,1,-703112,-0.0323,Corporate Finance/Buyout - Small
6/30/2019,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,87818182,28538182,59280000,27766564,0,27766564,1,-771618,-0.0565,Corporate Finance/Buyout - Small
3/31/2019,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,87818182,21049091,66769091,19833898,0,19833898,0.9,-1215193,-0.1369,Corporate Finance/Buyout - Small
12/31/2018,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,87818182,12203636,75614546,10849973,0,10849973,0.9,-1353664,-0.2332,Corporate Finance/Buyout - Small
9/30/2018,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,200000000,4921364,195078636,4749490,0,4749490,1,-171874,-0.0438,Corporate Finance/Buyout - Small
6/30/2018,6qwuxaenhssrxkse5zms,"Banc Fund X, L.P.",5/16/2018,200000000,4921364,195078636,4876053,0,4876053,1,-45311,-0.0247,Corporate Finance/Buyout - Small
6/30/2021,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,158882573,77987151,252108422,82778443,334886865,2.1,176004292,0.2675,Corporate Finance/Buyout - Large
3/31/2021,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,157869541,79000183,242706667,71908001,314614668,2,156745127,0.2627,Corporate Finance/Buyout - Large
12/31/2020,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,157916168,78881632,234414469,68627735,303042204,1.9,145126036,0.2652,Corporate Finance/Buyout - Large
9/30/2020,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,157916168,78881632,188003247,68627735,256630982,1.6,98714814,0.2164,Corporate Finance/Buyout - Large
6/30/2020,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,153376094,82560746,164888840,58086553,222975393,1.5,69599299,0.179,Corporate Finance/Buyout - Large
3/31/2020,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,151034088,85127461,156780086,53411622,210191708,1.4,59157620,0.1705,Corporate Finance/Buyout - Large
12/31/2019,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,151034088,86060145,176238686,53411622,229650308,1.5,78616220,0.2313,Corporate Finance/Buyout - Large
9/30/2019,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,146477794,86403438,159395631,50045434,209441065,1.4,62963271,0.2141,Corporate Finance/Buyout - Large
6/30/2019,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,146479220,84298459,175967297,46773492,222740789,1.5,76261569,0.2732,Corporate Finance/Buyout - Large
3/31/2019,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,116989713,98763779,135505949,45388621,180894570,1.5,63904857,0.2631,Corporate Finance/Buyout - Large
12/31/2018,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,116366786,90707595,135403644,36535346,171938990,1.5,55572204,0.2617,Corporate Finance/Buyout - Large
9/30/2018,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,112206399,97593217,135046108,35451293,170497401,1.5,58291002,0.3034,Corporate Finance/Buyout - Large
6/30/2018,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,112206399,87813450,129689150,35319185,165008335,1.5,52801936,0.3183,Corporate Finance/Buyout - Large
3/31/2018,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,94455706,105564143,101826859,35319185,137146044,1.5,42690338,0.3085,Corporate Finance/Buyout - Large
12/31/2017,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,85115975,114903874,87076577,35319185,122395762,1.4,37279787,0.3138,Corporate Finance/Buyout - Large
9/30/2017,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,72793707,127249970,83114602,28764783,111879385,1.5,39085678,0.3686,Corporate Finance/Buyout - Large
6/30/2017,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,55639624,144404053,56520320,28764783,85285103,1.5,29645479,0.3384,Corporate Finance/Buyout - Large
3/31/2017,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,56215688,143884878,57921061,28363886,86284947,1.5,30069259,0.3846,Corporate Finance/Buyout - Large
12/31/2016,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,52048884,147746040,53017779,21471167,74488946,1.4,22440062,0.347,Corporate Finance/Buyout - Large
9/30/2016,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,45119783,154675141,48618864,20599042,69217906,1.5,24098123,0.4249,Corporate Finance/Buyout - Large
6/30/2016,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,41595735,159323683,40602764,19863626,60466390,1.5,18870655,0.3998,Corporate Finance/Buyout - Large
3/31/2016,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,35538717,165380701,49952209,2317295,52269504,1.5,16730787,0.4412,Corporate Finance/Buyout - Large
12/31/2015,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,35538717,165380701,43024078,919418,43943496,1.2,8404779,0.3097,Corporate Finance/Buyout - Large
9/30/2015,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,16795846,184123572,24256144,919418,25175562,1.5,8379716,0.3841,Corporate Finance/Buyout - Large
6/30/2015,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,16795846,184123572,18765062,919418,19684480,1.2,2888634,0.1725,Corporate Finance/Buyout - Large
3/31/2015,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,16795846,184123572,18694318,919418,19613736,1.2,2817890,0.2261,Corporate Finance/Buyout - Large
12/31/2014,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,16795846,183204154,17039243,0,17039243,1,243397,0.0282,Corporate Finance/Buyout - Large
9/30/2014,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,16384889,183615111,13502985,0,13502985,0.8,-2881904,-0.5138,Corporate Finance/Buyout - Large
6/30/2014,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,1619087,198380913,0,0,0,0,-1619087,,Corporate Finance/Buyout - Large
3/31/2014,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,967590,199032410,0,0,0,0,-967590,,Corporate Finance/Buyout - Large
12/31/2013,6yrwwtyudjwmijqnmflw,"Towerbrook Investors IV, L.P.",10/1/2013,200000000,803318,199196682,0,0,0,0,-803318,,Corporate Finance/Buyout - Large
6/30/2021,74zunwecm8gj770d6vj9,"Menlo Special Opportunities Fund II, L.P.",3/15/2019,200000000,149894315,50105685,189542473,10255557,199798030,1.3,49903715,0.351,Venture Capital
3/31/2021,74zunwecm8gj770d6vj9,"Menlo Special Opportunities Fund II, L.P.",3/15/2019,200000000,109894315,90105685,150177545,10255557,160433102,1.5,50538787,0.4568,Venture Capital
12/31/2020,74zunwecm8gj770d6vj9,"Menlo Special Opportunities Fund II, L.P.",3/15/2019,200000000,91118269,108881731,114921537,0,114921537,1.3,23803268,0.2949,Venture Capital
9/30/2020,74zunwecm8gj770d6vj9,"Menlo Special Opportunities Fund II, L.P.",3/15/2019,200000000,63964769,136035231,75327657,0,75327657,1.2,11362888,0.1938,Venture Capital
6/30/2020,74zunwecm8gj770d6vj9,"Menlo Special Opportunities Fund II, L.P.",3/15/2019,200000000,51964769,148035231,58693829,0,58693829,1.1,6729060,0.1591,Venture Capital
3/31/2020,74zunwecm8gj770d6vj9,"Menlo Special Opportunities Fund II, L.P.",3/15/2019,200000000,51964769,148035231,53505648,0,53505648,1,1540879,0.0529,Venture Capital
12/31/2019,74zunwecm8gj770d6vj9,"Menlo Special Opportunities Fund II, L.P.",3/15/2019,200000000,34000000,166000000,34790253,0,34790253,1,790253,0.032,Venture Capital
9/30/2019,74zunwecm8gj770d6vj9,"Menlo Special Opportunities Fund II, L.P.",3/15/2019,200000000,26000000,174000000,24897660,0,24897660,1,-1102340,-0.0513,Venture Capital
6/30/2019,74zunwecm8gj770d6vj9,"Menlo Special Opportunities Fund II, L.P.",3/15/2019,200000000,20000000,180000000,19362071,0,19362071,1,-637929,-0.0353,Venture Capital
3/31/2019,74zunwecm8gj770d6vj9,"Menlo Special Opportunities Fund II, L.P.",3/15/2019,200000000,10000000,190000000,9792076,0,9792076,1,-207924,-0.0208,Venture Capital
6/30/2021,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,711358332,8821692,1150479681,188316549,1338796230,1.9,627437898,0.2356,Co-Investment
3/31/2021,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,699714480,19391692,1201309582,4646616,1205956198,1.7,506241718,0.2162,Co-Investment
12/31/2020,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,698859013,19391692,1073498243,4646616,1078144859,1.5,379285846,0.1867,Co-Investment
9/30/2020,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,689264924,28141692,1084784734,3728449,1088513183,1.6,399248259,0.2184,Co-Investment
6/30/2020,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,683737190,32831692,816427790,3728449,820156239,1.2,136419049,0.0924,Co-Investment
3/31/2020,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,681502316,34231692,707416045,3728449,711144494,1,29642178,0.0238,Co-Investment
12/31/2019,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,680667542,34231692,749220753,2720642,751941395,1.1,71273853,0.0656,Co-Investment
9/30/2019,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,679759616,34231692,750244784,788685,751033469,1.1,71273853,0.0786,Co-Investment
6/30/2019,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,678924957,34231692,734948619,788685,735737304,1.1,56812347,0.0782,Co-Investment
3/31/2019,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,597289141,115046692,635229894,788685,636018579,1.1,38729438,0.0693,Co-Investment
12/31/2018,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,534696641,176226692,554463228,60,554463288,1,19766647,0.0475,Co-Investment
9/30/2018,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,480236220,229274613,500002815,52,500002867,1,19766647,0.0692,Co-Investment
6/30/2018,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,447283720,260814613,461039081,38,461039119,1,13755399,0.0829,Co-Investment
3/31/2018,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,269465833,437220000,286244982,0,286244982,1.1,16779149,0.1851,Co-Investment
12/31/2017,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,129873333,575400000,134070059,0,134070059,1,4196726,0.0907,Co-Investment
9/30/2017,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,76030833,627830000,71515129,0,71515129,0.9,-4515704,-0.1831,Co-Investment
6/30/2017,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,22608333,679840000,19666267,0,19666267,0.9,-2942066,-0.3776,Co-Investment
3/31/2017,7jkptwnj2s3f3gxm7s0g,"Fisher Lynch Co-Investment Partnership III, L.P.",2/8/2017,700000000,1035833,700000000,0,0,0,0,-1035833,,Co-Investment
6/30/2021,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,691007139,9450000,1040578457,263986388,1304564845,1.9,613557706,0.223,Growth Equity
3/31/2021,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,691007139,9450000,925478659,229079782,1154558441,1.7,463551302,0.1917,Growth Equity
12/31/2020,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,691007139,9450000,889420701,155251211,1044671912,1.5,353664773,0.1658,Growth Equity
9/30/2020,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,679807139,20650000,859186387,93865991,953052378,1.4,273245239,0.1455,Growth Equity
6/30/2020,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,672807139,27650000,757220304,93445872,850666176,1.3,177859037,0.1096,Growth Equity
3/31/2020,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,672807139,27650000,751513347,77148410,828661757,1.2,155854618,0.1082,Growth Equity
12/31/2019,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,658807139,41650000,772582984,76723952,849306936,1.3,190499797,0.1461,Growth Equity
9/30/2019,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,631507139,68950000,727243984,65464504,792708488,1.3,161201349,0.1433,Growth Equity
6/30/2019,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,547507139,152950000,638742413,40594845,679337258,1.2,131830119,0.1376,Growth Equity
3/31/2019,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,509707139,190750000,571463277,40240245,611703522,1.2,101996383,0.1256,Growth Equity
12/31/2018,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,495357139,205100000,552665849,32491047,585156896,1.2,89799757,0.1313,Growth Equity
9/30/2018,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,460291530,240100000,515473457,23529838,539003295,1.2,78711765,0.1401,Growth Equity
6/30/2018,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,373141530,327250000,417636297,17919338,435555635,1.2,62414105,0.1376,Growth Equity
3/31/2018,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,372849641,327250000,411597306,12027449,423624755,1.1,50775114,0.1419,Growth Equity
12/31/2017,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,339249641,360850000,350570057,11327449,361897506,1.1,22647865,0.0839,Growth Equity
9/30/2017,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,303513507,396550000,304446280,7091315,311537595,1,8024088,0.0417,Growth Equity
6/30/2017,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,222663507,477400000,216676194,6391315,223067509,1,404002,0.0033,Growth Equity
3/31/2017,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,167300000,532700000,160662378,3737808,164400186,1,-2899814,-0.0369,Growth Equity
12/31/2016,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,125650000,574350000,114416775,3037808,117454583,0.9,-8195417,-0.1719,Growth Equity
9/30/2016,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,78050000,621950000,67769082,2337808,70106890,0.9,-7943110,-0.2401,Growth Equity
6/30/2016,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,49000000,651000000,41719971,1637808,43357779,0.9,-5642221,-0.2428,Growth Equity
3/31/2016,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,25900000,674100000,21895098,937808,22832906,0.9,-3067094,-0.2055,Growth Equity
12/31/2015,8drnxekyq0lf26i5agfm,"Warburg Pincus Private Equity XII, L.P.",12/21/2015,700000000,10850000,689150000,9570385,237808,9808193,0.9,-1041807,-0.1036,Growth Equity
6/30/2021,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,221016961,178572783,155196968,199595590,354792558,1.6,133775597,0.17,Corporate Finance/Buyout - Mid
3/31/2021,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,220402788,170980218,145394302,191388852,336783154,1.5,116380366,0.1588,Corporate Finance/Buyout - Mid
12/31/2020,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,219908189,162013227,143308461,181927262,325235723,1.5,105327534,0.1524,Corporate Finance/Buyout - Mid
9/30/2020,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,219908189,153381601,142674069,173295636,315969705,1.4,96061516,0.1475,Corporate Finance/Buyout - Mid
6/30/2020,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,212398508,160250315,127388793,172654669,300043462,1.4,87644954,0.1427,Corporate Finance/Buyout - Mid
3/31/2020,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,212398508,160250315,119360445,172654669,292015114,1.4,79616606,0.1372,Corporate Finance/Buyout - Mid
12/31/2019,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,205910310,91981740,209573188,97897896,307471084,1.5,101560774,0.1784,Corporate Finance/Buyout - Mid
9/30/2019,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,204798533,27163342,240342280,31967721,272310001,1.3,67511468,0.1388,Corporate Finance/Buyout - Mid
6/30/2019,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,186046099,40386972,193940870,26438917,220379787,1.2,34333688,0.0847,Corporate Finance/Buyout - Mid
3/31/2019,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,173924131,52160281,174314989,26090258,200405247,1.2,26481116,0.074,Corporate Finance/Buyout - Mid
12/31/2018,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,173924131,52160281,172635956,26090258,198726214,1.1,24802083,0.078,Corporate Finance/Buyout - Mid
9/30/2018,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,153464924,72445266,150112628,25916036,176028664,1.1,22563740,0.0802,Corporate Finance/Buyout - Mid
6/30/2018,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,136458378,87779575,129375596,24243799,153619395,1.1,17161017,0.0695,Corporate Finance/Buyout - Mid
3/31/2018,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,133882236,81124722,131754101,15012804,146766905,1.1,12884669,0.0601,Corporate Finance/Buyout - Mid
12/31/2017,8i7soxt6xsxjkcvkw1er,"FFL Capital Partners IV, L.P.",3/27/2015,200000000,127806622,86976898,125390631,14789366,140179997,1.1,12373375,0.0672,Corporate Finance/Buyout - Mid
