report_date,assigned_unid,fund_name,initial_investment_date,commitment,contributions,unfunded_commitment,current_market_value,distributions,total_value,tvpi,net_benefit,irr,strategy
9/30/2010,G4ohYAInydxy0EaPsT0C,"HIPEP VI-Asia Pacific Fund, L.P.",3/18/2009,50000000,2500000,47500000,1715169,0,1715169,0.7,-784831,-0.5157,Special Situation
6/30/2010,G4ohYAInydxy0EaPsT0C,HIPEP VI-Asia Pacific Fund,3/18/2009,50000000,2000000,48000000,1277734,0,1277734,0.64,-722266,-0.749,Special Situation
3/31/2010,G4ohYAInydxy0EaPsT0C,HIPEP VI-Asia Pacific Fund,3/18/2009,50000000,1000000,49000000,435866,0,435866,0.44,-564134,-0.788,Special Situation
12/31/2009,G4ohYAInydxy0EaPsT0C,HIPEP VI-Asia Pacific Fund,3/18/2009,50000000,750000,49250000,367550,0,367550,0.49,-382450,-0.728,Special Situation
9/30/2009,G4ohYAInydxy0EaPsT0C,HIPEP VI-Asia Pacific Fund,3/18/2009,50000000,500000,49500000,323257,0,323257,0.65,-176743,-0.556,Special Situation
6/30/2009,G4ohYAInydxy0EaPsT0C,HIPEP VI-Asia Pacific Fund,3/18/2009,50000000,500000,49500000,267057,0,267057,,-232943,,Special Situation
3/31/2009,G4ohYAInydxy0EaPsT0C,HIPEP VI-Asia Pacific Fund,3/18/2009,50000000,500000,49500000,336060,0,336060,,-163940,,Special Situation
6/30/2021,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,100000000,0,168621246,259617690,428238936,4.3,328238936,0.3124,Venture Capital
3/31/2021,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,100000000,0,146862974,259617690,406480664,4.1,306480664,0.3088,Venture Capital
12/31/2020,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,100000000,0,141598092,259617690,401215782,4,301215782,0.3103,Venture Capital
9/30/2020,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,100000000,0,122800060,259617690,382417750,3.8,282417750,0.3065,Venture Capital
6/30/2020,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,100000000,0,78956305,259617690,338573995,3.4,238573995,0.29,Venture Capital
3/31/2020,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,100000000,0,76210482,259617690,335828172,3.4,235828172,0.2911,Venture Capital
12/31/2019,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,100000000,0,167062891,176404360,343467251,3.4,243467251,0.2985,Venture Capital
9/30/2019,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,100000000,0,201658322,152927587,354585909,3.5,254585909,0.3114,Venture Capital
6/30/2019,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,100000000,0,254775814,146720693,401496507,4,301496507,0.3445,Venture Capital
3/31/2019,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,100000000,0,251099211,146720693,397819904,4,297819904,0.3523,Venture Capital
12/31/2018,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,100000000,0,251531880,146720693,398252573,4,298252573,0.3629,Venture Capital
9/30/2018,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,95000000,5000000,223684011,146720693,370404704,3.9,275404704,0.3604,Venture Capital
6/30/2018,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,95000000,5000000,223416650,146720693,370137343,3.9,275137343,0.3717,Venture Capital
3/31/2018,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,95000000,5000000,229650786,142500004,372150790,3.9,277150790,0.3855,Venture Capital
12/31/2017,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,95000000,5000000,351612431,51186138,402798569,4.2,307798569,0.423,Venture Capital
9/30/2017,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,95000000,5000000,397643723,51186138,448829861,4.7,353829861,0.4786,Venture Capital
6/30/2017,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,95000000,5000000,387827489,51186138,439013627,4.6,344013627,0.4994,Venture Capital
3/31/2017,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,95000000,5000000,391110444,51186138,442296582,4.7,347296582,0.5324,Venture Capital
12/31/2016,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,95000000,5000000,390068130,51186138,441254268,4.6,346254268,0.5656,Venture Capital
9/30/2016,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,95000000,5000000,384825585,46170462,430996047,4.5,335996047,0.5959,Venture Capital
6/30/2016,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,90000000,10000000,373927249,46170462,420097711,4.7,330097711,0.6351,Venture Capital
3/31/2016,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,90000000,10000000,376764121,46170462,422934583,4.7,332934583,0.6889,Venture Capital
12/31/2015,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,85000000,15000000,370743135,46170462,416913597,4.9,331913597,0.7469,Venture Capital
9/30/2015,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,85000000,15000000,331926035,37195414,369121449,4.3,284121449,0.749,Venture Capital
6/30/2015,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,85000000,15000000,317182355,37195414,354377769,4.2,269377769,0.8015,Venture Capital
3/31/2015,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,80000000,20000000,312793396,37195414,349988810,4.4,269988810,0.8927,Venture Capital
12/31/2014,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,75000000,25000000,301029232,37195414,338224646,4.5,263224646,0.985,Venture Capital
9/30/2014,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,70000000,30000000,212135712,18977048,231112760,3.3,161112760,0.816,Venture Capital
6/30/2014,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,70000000,30000000,227822102,0,227822102,3.3,157822102,0.9406,Venture Capital
3/31/2014,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,65000000,35000000,99131789,0,99131789,1.5,34131789,0.3327,Venture Capital
12/31/2013,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,55000000,45000000,72883500,0,72883500,1.3,17883500,0.2228,Venture Capital
9/30/2013,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,50000000,50000000,61357668,0,61357668,1.2,11357668,0.1769,Venture Capital
6/30/2013,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,45000000,55000000,40491183,0,40491183,0.9,-4508817,-0.0937,Venture Capital
3/31/2013,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,40000000,60000000,35831455,0,35831455,0.9,-4168545,-0.1086,Venture Capital
12/31/2012,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,40000000,60000000,36392904,0,36392904,0.9,-3607096,-0.1249,Venture Capital
9/30/2012,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,30000000,70000000,27314290,0,27314290,0.9,2685710,-0.1302,Venture Capital
6/30/2012,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,25000000,75000000,22807145,0,22807145,0.9,-2192855,-0.1453,Venture Capital
3/31/2012,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,20000000,80000000,18369084,0,18369084,0.9,-1630916,-0.1248,Venture Capital
12/31/2011,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,15000000,85000000,13936869,0,13936869,0.9,-1063131,-0.1192,Venture Capital
9/30/2011,gB4iaqV1rm4VNXSxF2Yj,"Menlo Ventures XI, L.P.",7/28/2011,100000000,5000000,95000000,4500795,0,4500795,0.9,-499205,-0.0998,Venture Capital
6/30/2021,ge6edwv6lf9lccszoxnd,"Green Equity Investors VIII, L.P.",10/21/2020,400000000,164129571,235870429,169642152,0,169642152,1,5512581,0.0885,Corporate Finance/Buyout - Mega
3/31/2021,ge6edwv6lf9lccszoxnd,"Green Equity Investors VIII, L.P.",10/21/2020,400000000,53962613,346037387,49003277,0,49003277,0.9,-4959336,-0.1335,Corporate Finance/Buyout - Mega
12/31/2020,ge6edwv6lf9lccszoxnd,"Green Equity Investors VIII, L.P.",10/21/2020,400000000,52647907,347352093,50863394,0,50863394,1,-1784513,-0.1212,Corporate Finance/Buyout - Mega
6/30/2021,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,574039816,135453064,747467070,323554252,1071021322,1.9,496981506,0.2227,Corporate Finance/Buyout - Mega
3/31/2021,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,572393600,137054309,664621476,322271404,986892880,1.7,414499280,0.2057,Corporate Finance/Buyout - Mega
12/31/2020,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,569188485,140203988,584193987,318068971,902262958,1.6,333074473,0.1837,Corporate Finance/Buyout - Mega
9/30/2020,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,569130433,79469565,575445284,244431588,819876872,1.4,250746439,0.1552,Corporate Finance/Buyout - Mega
6/30/2020,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,563454715,83104765,613785715,135631936,749417651,1.3,185962936,0.131,Corporate Finance/Buyout - Mega
3/31/2020,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,558553839,88005641,568960965,130221971,699182936,1.3,140629097,0.1122,Corporate Finance/Buyout - Mega
12/31/2019,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,544591342,101968138,613315675,128689313,742004988,1.4,197413646,0.1676,Corporate Finance/Buyout - Mega
9/30/2019,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,528469442,118090038,580697126,123847092,704544218,1.3,176074776,0.1692,Corporate Finance/Buyout - Mega
6/30/2019,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,526255457,119974260,585093137,107298177,692391314,1.3,166135857,0.1816,Corporate Finance/Buyout - Mega
3/31/2019,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,505138882,135214924,590473925,76701972,667175897,1.3,162037015,0.2052,Corporate Finance/Buyout - Mega
12/31/2018,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,426902408,209517643,512509461,41032066,553541527,1.3,126639119,0.1919,Corporate Finance/Buyout - Mega
9/30/2018,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,426902408,209517643,491217495,41032066,532249561,1.2,105347153,0.1934,Corporate Finance/Buyout - Mega
6/30/2018,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,399134332,237285719,446408172,41032066,487440238,1.2,88305906,0.202,Corporate Finance/Buyout - Mega
3/31/2018,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,304098014,331890087,344212982,37430829,381643811,1.3,77545797,0.2208,Corporate Finance/Buyout - Mega
12/31/2017,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,266991160,368996941,297487368,37430829,334918197,1.3,67927037,0.2415,Corporate Finance/Buyout - Mega
9/30/2017,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,251980547,383453010,273949863,36876285,310826148,1.2,58845601,0.268,Corporate Finance/Buyout - Mega
6/30/2017,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,202951777,404394506,230339020,7510650,237849670,1.2,34897893,0.2139,Corporate Finance/Buyout - Mega
3/31/2017,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,155729460,451216636,162355235,7110463,169465698,1.1,13736238,0.1141,Corporate Finance/Buyout - Mega
12/31/2016,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,128090612,471909388,131744203,164367,131908570,1,3817958,0.0439,Corporate Finance/Buyout - Mega
9/30/2016,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,126437827,473562173,127876335,164367,128040702,1,1602875,0.029,Corporate Finance/Buyout - Mega
6/30/2016,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,98316257,501683743,96582902,164367,96747269,1,-1568988,-0.0395,Corporate Finance/Buyout - Mega
3/31/2016,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,57547885,542452115,55029889,72348,55102237,1,-2445648,-0.0879,Corporate Finance/Buyout - Mega
12/31/2015,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,13155651,586844349,7722273,0,7722273,0.6,-5433378,-0.413,Corporate Finance/Buyout - Mega
9/30/2015,gev9ico99tb0e9k8vifz,"TPG Partners VII, L.P.",9/25/2015,600000000,13155651,586844349,9353233,0,9353233,0.7,-3802418,,Corporate Finance/Buyout - Mega
6/30/2021,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,153534417,6092668,517262432,105570958,622833390,4.1,469298973,0.3626,Growth Equity
3/31/2021,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,153534417,5310955,441571657,82159843,523731499,3.4,370197083,0.3318,Growth Equity
12/31/2020,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,153518363,4666021,412464494,65088436,477552930,3.1,324034567,0.3223,Growth Equity
9/30/2020,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,153518363,2437390,372842283,48977793,421820076,2.7,268301714,0.3026,Growth Equity
6/30/2020,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,153518363,738626,319619857,36821879,356441736,2.3,202923374,0.2665,Growth Equity
3/31/2020,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,147750000,5768363,287329577,25509315,312838892,2.1,165088892,0.2459,Growth Equity
12/31/2019,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,147750000,5768363,309807541,25509315,335316856,2.3,187566856,0.2903,Growth Equity
9/30/2019,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,147750000,5768363,285483515,25509315,310992830,2.1,163242830,0.2838,Growth Equity
6/30/2019,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,147750000,5768363,274881443,25509315,300390758,2,152640758,0.2938,Growth Equity
3/31/2019,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,143625000,9637077,259665271,23559814,283225085,2,139600085,0.3007,Growth Equity
12/31/2018,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,143625000,7579885,230472073,16053339,246525412,1.7,102900412,0.2603,Growth Equity
9/30/2018,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,143625000,7579885,227472686,16053339,243526026,1.7,99901026,0.2842,Growth Equity
6/30/2018,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,141375000,8625000,213493204,11276051,224769255,1.6,83394255,0.2766,Growth Equity
3/31/2018,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,135750000,14250000,196023745,8730044,204753789,1.5,69003789,0.2701,Growth Equity
12/31/2017,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,123750000,26250000,158612572,4019905,162632476,1.3,38882476,0.1897,Growth Equity
9/30/2017,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,107250000,42750000,132101948,4019905,136121853,1.3,28871853,0.171,Growth Equity
6/30/2017,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,99750000,50250000,116393781,4019905,120413685,1.2,20663685,0.1497,Growth Equity
3/31/2017,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,92250000,57750000,105106652,109687,105216338,1.1,12966338,0.1177,Growth Equity
12/31/2016,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,92250000,57750000,98277321,109687,98387007,1.1,6137007,0.072,Growth Equity
9/30/2016,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,72000000,78000000,74895842,109687,75005529,1,3005529,0.0469,Growth Equity
6/30/2016,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,58500000,91500000,54660867,109687,54770554,0.9,-3729446,-0.0788,Growth Equity
3/31/2016,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,43500000,106500000,38304783,109687,38414470,0.9,-5085530,-0.1482,Growth Equity
12/31/2015,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,39000000,111000000,34355759,67493,34423252,0.9,-4576748,-0.1487,Growth Equity
9/30/2015,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,39000000,111000000,36240992,67493,36308485,0.9,-2691515,-0.1016,Growth Equity
6/30/2015,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,24000000,126000000,22279319,29470,22308789,0.9,-1691211,-0.0915,Growth Equity
3/31/2015,ghjcpjvghxves4dusool,"Insight Venture Partners IX, L.P.",3/24/2015,150000000,16500000,133500000,15258815,0,15258815,0.9,-1241185,-0.0752,Growth Equity
6/30/2021,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,515501196,41806059,530812978,782975608,1313788586,2.5,798287390,0.2094,Co-Investment
3/31/2021,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,515501196,41806059,488150543,769688236,1257838779,2.4,742337583,0.2053,Co-Investment
12/31/2020,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,515179096,41806059,377076038,760872281,1137948319,2.2,622769223,0.191,Co-Investment
9/30/2020,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,514876785,41806059,456597374,681048634,1137646008,2.2,622769223,0.1939,Co-Investment
6/30/2020,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,514309857,42206059,344949726,666606970,1011556696,2,497246839,0.1747,Co-Investment
3/31/2020,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,514001238,42206059,273486027,659469440,932955467,1.8,418954229,0.1607,Co-Investment
12/31/2019,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,513606829,43359523,355976666,582612042,938588708,1.8,424981879,0.1648,Co-Investment
9/30/2019,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,510623819,41778215,423638815,511966883,935605698,1.8,424981879,0.1683,Co-Investment
6/30/2019,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,510262134,40624751,443730633,497185031,940915664,1.8,430653530,0.1739,Co-Investment
3/31/2019,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,509729761,40724751,387680615,487568167,875248782,1.7,365519021,0.1609,Co-Investment
12/31/2018,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,509291680,40724751,387265899,467154193,854420092,1.7,345128412,0.159,Co-Investment
9/30/2018,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,508016067,41524751,392892444,460252035,853144479,1.7,345128412,0.1636,Co-Investment
6/30/2018,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,505092122,43974751,391756129,445717398,837473527,1.7,332381405,0.1643,Co-Investment
3/31/2018,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,504581156,43974751,445903593,390781701,836685294,1.7,332104138,0.1701,Co-Investment
12/31/2017,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,503726539,44269322,445728925,381706267,827435192,1.6,323708653,0.1734,Co-Investment
9/30/2017,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,502970138,34046684,543503746,283175045,826678791,1.6,323708653,0.1814,Co-Investment
6/30/2017,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,502321404,34046684,556358694,237024565,793383259,1.6,291061855,0.1773,Co-Investment
3/31/2017,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,491454322,44409266,524561402,211351697,735913099,1.5,244458777,0.1654,Co-Investment
12/31/2016,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,453721512,81424266,414948356,207951406,622899762,1.4,169178250,0.1324,Co-Investment
9/30/2016,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,441359755,91264599,412354656,199245601,611600257,1.4,170240502,0.1418,Co-Investment
6/30/2016,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,440683869,90868566,403498504,198961731,602460235,1.4,161776366,0.1454,Co-Investment
3/31/2016,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,365871493,164618566,317574744,197959132,515533876,1.4,149662383,0.1456,Co-Investment
12/31/2015,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,344865247,176946169,384096275,131288615,515384890,1.5,170519643,0.1717,Co-Investment
9/30/2015,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,343426137,177196169,347726754,130582479,478309233,1.4,134883096,0.1528,Co-Investment
6/30/2015,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,310317760,209446169,335077538,117562424,452639962,1.5,142322202,0.1732,Co-Investment
3/31/2015,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,303429644,215496169,358243072,82194268,440437340,1.5,137007696,0.1821,Co-Investment
12/31/2014,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,280089310,237996169,355710706,63918074,419628780,1.5,139539470,0.203,Co-Investment
9/30/2014,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,269603783,247646169,309744278,62808550,372552828,1.4,102949045,0.1735,Co-Investment
6/30/2014,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,248693793,267721169,300915275,54823670,355738945,1.4,107045152,0.2003,Co-Investment
3/31/2014,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,240355677,275221169,279299671,53154915,332454586,1.4,92098909,0.1972,Co-Investment
12/31/2013,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,224510466,290221169,246189115,52654477,298843592,1.3,74333126,0.184,Co-Investment
9/30/2013,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,208774815,305121169,230889318,31200724,262090042,1.3,53315227,0.1555,Co-Investment
6/30/2013,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,197389165,315671169,208007832,31200724,239208556,1.2,41819391,0.1441,Co-Investment
3/31/2013,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,187901049,324321169,210712267,9820378,220532645,1.2,32631596,0.1356,Co-Investment
12/31/2012,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P. (3)",2/24/2011,500000000,177060467,334137351,182615935,5497628,188113563,1.1,11053096,0.0582,Co-Investment
9/30/2012,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,153724197,356637351,159279665,5497628,164777293,1.1,11053096,0.0747,Co-Investment
6/30/2012,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,152887927,356637351,153104113,5497628,158601741,1,5713814,0.0522,Co-Investment
3/31/2012,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,101724523,402250000,107794120,0,107794120,1.1,6069597,0.0766,Co-Investment
12/31/2011,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,100885831,402250000,102709080,0,102709080,1,1823249,0.0287,Co-Investment
9/30/2011,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,71549533,430750000,73372782,0,73372782,1,1823249,0.0334,Co-Investment
6/30/2011,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,59713883,441750000,63866371,0,63866371,1.1,4152488,0.2581,Co-Investment
3/31/2011,GMlfHm6urgUPgybLF5EG,"Fisher Lynch Co-Investment Partnership II, L.P.",2/24/2011,500000000,48875767,451750000,48137590,0,48137590,1,-738177,-0.015,Co-Investment
